path,split,labels,duration
data/raw/fsd50k/FSD50K.dev_audio/4280.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.312766
data/raw/fsd50k/FSD50K.dev_audio/4281.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.577324
data/raw/fsd50k/FSD50K.dev_audio/4283.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.542200
data/raw/fsd50k/FSD50K.dev_audio/4284.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.715850
data/raw/fsd50k/FSD50K.dev_audio/4285.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.482494
data/raw/fsd50k/FSD50K.dev_audio/4286.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.794943
data/raw/fsd50k/FSD50K.dev_audio/4287.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.883855
data/raw/fsd50k/FSD50K.dev_audio/4288.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.707120
data/raw/fsd50k/FSD50K.dev_audio/4289.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.928367
data/raw/fsd50k/FSD50K.dev_audio/5314.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.971202
data/raw/fsd50k/FSD50K.dev_audio/4290.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.708730
data/raw/fsd50k/FSD50K.dev_audio/4291.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.562358
data/raw/fsd50k/FSD50K.dev_audio/5310.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.977664
data/raw/fsd50k/FSD50K.dev_audio/64703.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5312.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.096531
data/raw/fsd50k/FSD50K.dev_audio/64704.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64706.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64707.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64708.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/5315.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.248299
data/raw/fsd50k/FSD50K.dev_audio/5317.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.127143
data/raw/fsd50k/FSD50K.dev_audio/64711.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64712.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64714.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64715.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64717.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64718.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64720.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64721.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64722.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64723.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64724.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64725.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64726.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64727.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64728.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64729.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64730.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64731.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64732.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64733.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64734.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64736.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64737.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64738.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/5350.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.155261
data/raw/fsd50k/FSD50K.dev_audio/5351.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.243537
data/raw/fsd50k/FSD50K.dev_audio/64739.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64740.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64747.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.857166
data/raw/fsd50k/FSD50K.dev_audio/266476.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",9.959683
data/raw/fsd50k/FSD50K.dev_audio/5357.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.086508
data/raw/fsd50k/FSD50K.dev_audio/64750.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64742.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5360.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.215964
data/raw/fsd50k/FSD50K.dev_audio/64753.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64745.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64755.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/5355.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.278005
data/raw/fsd50k/FSD50K.dev_audio/64748.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64749.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64751.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64752.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64754.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",8.571451
data/raw/fsd50k/FSD50K.dev_audio/5370.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.033583
data/raw/fsd50k/FSD50K.dev_audio/5364.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.287642
data/raw/fsd50k/FSD50K.dev_audio/64764.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5365.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.438707
data/raw/fsd50k/FSD50K.dev_audio/64758.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.428594
data/raw/fsd50k/FSD50K.dev_audio/64767.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64768.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64769.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5369.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.234626
data/raw/fsd50k/FSD50K.dev_audio/64763.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64766.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5376.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.377483
data/raw/fsd50k/FSD50K.dev_audio/64765.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64775.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64770.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5379.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.218367
data/raw/fsd50k/FSD50K.dev_audio/64771.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64772.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64774.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64773.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64776.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64777.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.714308
data/raw/fsd50k/FSD50K.dev_audio/64779.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64781.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64787.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64788.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64789.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64790.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64791.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64778.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64794.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64792.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/64780.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.857166
data/raw/fsd50k/FSD50K.dev_audio/5354.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.200249
data/raw/fsd50k/FSD50K.dev_audio/5356.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.903673
data/raw/fsd50k/FSD50K.dev_audio/97616.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",13.875238
data/raw/fsd50k/FSD50K.dev_audio/5359.wav,train,"Electric_guitar,Bass_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.895737
data/raw/fsd50k/FSD50K.dev_audio/97622.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.808231
data/raw/fsd50k/FSD50K.dev_audio/97623.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.687075
data/raw/fsd50k/FSD50K.dev_audio/97624.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.766689
data/raw/fsd50k/FSD50K.dev_audio/97625.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.641995
data/raw/fsd50k/FSD50K.dev_audio/97626.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.702109
data/raw/fsd50k/FSD50K.dev_audio/97627.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.030454
data/raw/fsd50k/FSD50K.dev_audio/97629.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.947937
data/raw/fsd50k/FSD50K.dev_audio/97630.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.816190
data/raw/fsd50k/FSD50K.dev_audio/97631.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.916122
data/raw/fsd50k/FSD50K.dev_audio/97632.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.812653
data/raw/fsd50k/FSD50K.dev_audio/97633.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",0.819728
data/raw/fsd50k/FSD50K.dev_audio/97634.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001156
data/raw/fsd50k/FSD50K.dev_audio/97635.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001156
data/raw/fsd50k/FSD50K.dev_audio/97636.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001134
data/raw/fsd50k/FSD50K.dev_audio/97637.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001134
data/raw/fsd50k/FSD50K.dev_audio/97638.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001134
data/raw/fsd50k/FSD50K.dev_audio/97639.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001995
data/raw/fsd50k/FSD50K.dev_audio/97641.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001995
data/raw/fsd50k/FSD50K.dev_audio/97642.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001156
data/raw/fsd50k/FSD50K.dev_audio/97643.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001995
data/raw/fsd50k/FSD50K.dev_audio/97644.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.002540
data/raw/fsd50k/FSD50K.dev_audio/97645.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.001134
data/raw/fsd50k/FSD50K.dev_audio/97646.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000680
data/raw/fsd50k/FSD50K.dev_audio/97647.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/97648.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000680
data/raw/fsd50k/FSD50K.dev_audio/97649.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/97650.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000680
data/raw/fsd50k/FSD50K.dev_audio/97651.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.002200
data/raw/fsd50k/FSD50K.dev_audio/97652.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/97653.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000680
data/raw/fsd50k/FSD50K.dev_audio/5366.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.103560
data/raw/fsd50k/FSD50K.dev_audio/97654.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/97655.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.002200
data/raw/fsd50k/FSD50K.dev_audio/97656.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/97657.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",1.000703
data/raw/fsd50k/FSD50K.dev_audio/324052.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",9.459819
data/raw/fsd50k/FSD50K.dev_audio/324053.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",5.563537
data/raw/fsd50k/FSD50K.dev_audio/40404.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.861859
data/raw/fsd50k/FSD50K.dev_audio/324055.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",4.921406
data/raw/fsd50k/FSD50K.dev_audio/40405.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.016190
data/raw/fsd50k/FSD50K.dev_audio/324057.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",11.016463
data/raw/fsd50k/FSD50K.dev_audio/324058.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",8.198118
data/raw/fsd50k/FSD50K.dev_audio/324059.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",8.553039
data/raw/fsd50k/FSD50K.dev_audio/324060.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.746961
data/raw/fsd50k/FSD50K.dev_audio/324061.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",7.595692
data/raw/fsd50k/FSD50K.dev_audio/324062.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",6.501905
data/raw/fsd50k/FSD50K.dev_audio/324063.wav,train,"Electric_guitar,Strum,Guitar,Plucked_string_instrument,Musical_instrument,Music",9.844014
data/raw/fsd50k/FSD50K.dev_audio/40413.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.712744
data/raw/fsd50k/FSD50K.dev_audio/40408.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",2.229728
data/raw/fsd50k/FSD50K.dev_audio/40409.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.974943
data/raw/fsd50k/FSD50K.dev_audio/40410.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.858118
data/raw/fsd50k/FSD50K.dev_audio/40411.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.775556
data/raw/fsd50k/FSD50K.dev_audio/40412.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.755215
data/raw/fsd50k/FSD50K.dev_audio/40415.wav,train,"Electric_guitar,Guitar,Plucked_string_instrument,Musical_instrument,Music",3.682789
